date,value
05/23/2021 22:06:51,0.3390000000000001
05/23/2021 22:07:52,0.3333
05/23/2021 22:08:54,0.3333
05/23/2021 22:09:57,0.3390000000000001
05/23/2021 22:10:59,0.3390000000000001
05/23/2021 22:12:02,0.3333
05/23/2021 22:13:04,0.5
05/23/2021 22:14:06,0.3333
05/23/2021 22:15:08,0.3333
05/23/2021 22:16:11,0.3333
05/23/2021 22:17:14,0.3333
05/23/2021 22:18:17,19.5
05/23/2021 22:19:21,35.8333
05/23/2021 22:20:25,53.3333
05/23/2021 22:21:29,74.3333
05/23/2021 22:26:45,18.5833
05/23/2021 22:27:49,0.41665
05/23/2021 22:28:53,0.5
05/23/2021 22:29:57,0.5
05/23/2021 22:31:01,0.4195
05/23/2021 22:32:05,1.91665
05/23/2021 22:33:11,12.0484
05/23/2021 22:34:16,24.48870000000001
05/23/2021 22:35:21,24.36235
05/23/2021 22:36:26,28.8333
05/23/2021 22:37:31,24.33335
05/23/2021 22:38:36,24.6285
05/23/2021 22:43:53,1.166666666666667
05/23/2021 22:44:59,0.4472666666666666
05/23/2021 22:46:06,0.3907666666666667
05/23/2021 22:47:11,0.4935999999999999
05/23/2021 22:48:17,0.3907666666666667
05/23/2021 22:49:24,0.3888666666666666
05/23/2021 22:50:29,8.422666666666666
05/23/2021 22:51:36,18.53123333333333
05/23/2021 22:52:41,15.50053333333333
05/23/2021 22:53:49,13.9385
05/23/2021 22:54:56,16.05743333333333
05/23/2021 22:56:05,16.60273333333333
05/23/2021 22:57:11,16.6631
05/23/2021 22:58:18,7.669500000000001
05/23/2021 22:59:25,0.4501
05/23/2021 23:00:33,0.3870666666666667
05/23/2021 23:01:38,0.4417
05/23/2021 23:02:45,0.4454
05/23/2021 23:03:52,0.5
05/23/2021 23:04:59,0.3916999999999999
05/23/2021 23:06:08,0.3870666666666667
05/23/2021 23:07:16,0.59195
05/23/2021 23:08:22,11.2473
05/23/2021 23:09:28,34.61745
05/23/2021 23:10:34,34.61745
05/23/2021 23:11:39,25.4098
05/23/2021 23:12:44,22.5424
05/23/2021 23:13:50,34.1935
05/23/2021 23:14:56,21.44775
05/23/2021 23:16:02,11.2101
05/23/2021 23:17:09,0.50295
05/23/2021 23:18:17,0.4195
05/23/2021 23:19:23,0.5
05/23/2021 23:20:29,0.3333
05/23/2021 23:21:37,0.3333
05/23/2021 23:22:43,0.3333
05/23/2021 23:23:49,0.3390000000000001
